Taxa and Samples	A1_1	A1_2	A1_3	A1_4	A2_1	A2_2	A2_3	A2_4	L1_1	L1_2	L1_3	L1_4	M1_1	M1_2	M1_3	M1_4	M2_1	M2_2	M2_3	M2_4	M3_1	M3_2	M3_3	M3_4	M4_1	M4_2	M4_3	M4_4	M5_1	M5_2	M5_3	M5_4	S_1	S_2	S_3	S_4
ASV5474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04859364566799	0
ASV5483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98666703438128
ASV5492	0	0	0	3.03188052387463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5493	0	0	0	3.03188052387463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5494	0	0	0	3.03188052387463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5495	0	0	0	3.03188052387463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5496	0	0	0	3.03188052387463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5497	0	0	0	0	2.98317966949806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5498	0	0	0	0	2.98317966949806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5499	0	0	0	0	2.98317966949806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5500	0	0	0	0	0	2.86656505360457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5501	0	0	0	0	0	2.86656505360457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5502	0	0	0	0	0	2.86656505360457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5503	0	0	0	0	0	0	2.8113813384821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5504	0	0	0	0	0	0	2.8113813384821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5505	0	0	0	0	0	0	2.8113813384821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5506	0	0	0	0	0	0	2.8113813384821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5507	0	0	0	0	0	0	2.8113813384821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5508	0	0	0	0	0	0	0	3.58910223108208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5509	0	0	0	0	0	0	0	3.58910223108208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5510	0	0	0	0	0	0	0	0	2.91174631337487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5511	0	0	0	0	0	0	0	0	2.91174631337487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5512	0	0	0	0	0	0	0	0	2.91174631337487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5513	0	0	0	0	0	0	0	0	2.91174631337487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5514	3.4655001709429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5515	3.4655001709429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5516	3.4655001709429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5517	0	0	0	0	0	0	0	0	0	3.06420139972318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5518	0	0	0	0	0	0	0	0	0	3.06420139972318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5519	0	0	0	0	0	0	0	0	0	3.06420139972318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5520	0	0	0	0	0	0	0	0	2.14593006859109	2.13710723339148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5521	0	0	0	0	0	0	0	0	0	0	3.07214393561602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5522	0	0	0	0	0	0	0	0	0	0	3.07214393561602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5523	0	0	0	0	0	0	0	0	0	0	3.07214393561602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5524	0	0	0	0	0	0	0	0	0	0	3.07214393561602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5525	0	0	0	0	0	0	0	0	0	0	3.07214393561602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5526	0	0	0	0	0	0	0	0	0	0	0.650780272932805	0	0	0	0	0	0	0	0	0	0	0	1.58592493907632	1.6816510328595	0	0	1.71894702846783	0	0	0	0	0	0	0	0	0
ASV5527	0	0	0	0	0	0	0	0	0	0	0	3.05369712317975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5528	0	0	0	0	0	0	0	0	0	0	0	3.05369712317975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5529	0	0	0	0	0	0	0	0	0	0	0	3.05369712317975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5530	0	0	0	0	0	0	0	0	0	0	0	2.12789291401979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2333965717469	0	0	0	0	0	0	0	0	0
ASV5531	0	0	0	0	0	0	0	0	0	0	0	0	2.72304370780683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5532	0	0	0	0	0	0	0	0	0	0	0	0	2.72304370780683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5533	0	0	0	0	0	0	0	0	0	0	0	0	2.72304370780683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5534	0	0	0	0	0	0	0	0	0	0	0	0	2.72304370780683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5535	0	0	0	0	0	0	0	0	0	0	0	0	2.72304370780683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5536	0	0	0	0	0	0	0	0	0	0	0	0	2.15308558933957	0	0	0	0	0	0	0	2.01418161554093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5537	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06444126786277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5538	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06444126786277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5539	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06444126786277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5540	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06444126786277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5541	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06444126786277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15088010679647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21635286134442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21635286134442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5550	0	0	0	0	0	0	0	0	2.09174814562924	0	0	0	0	0	0	2.33366235630022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5556	0	0	0	0	2.26273334584338	0	0	0	0	0	0	0	0	0	0	0	1.97881263897739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32202797800067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32202797800067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98122279296937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5560	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5561	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5562	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5563	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5564	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5565	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5566	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5567	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5568	0	2.61784853969299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23317655766845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15424870414413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15424870414413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15424870414413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15424870414413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42528378860804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42528378860804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90814164031431	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14211628287841	0	0	0	0	0	0	0	0	0	0	0	0
ASV5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94699456218395	0	0	0	0	0	0	0	0	0	0	0
ASV5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94699456218395	0	0	0	0	0	0	0	0	0	0	0
ASV5585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94699456218395	0	0	0	0	0	0	0	0	0	0	0
ASV5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94699456218395	0	0	0	0	0	0	0	0	0	0	0
ASV5587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94699456218395	0	0	0	0	0	0	0	0	0	0	0
ASV5588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43578908521768	0	0	0	0	0	0	0	0	0	0
ASV5589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43578908521768	0	0	0	0	0	0	0	0	0	0
ASV5590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97744140897014	0	0	0	0	0	0	0	0	0
ASV5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97744140897014	0	0	0	0	0	0	0	0	0
ASV5592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97744140897014	0	0	0	0	0	0	0	0	0
ASV5593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97744140897014	0	0	0	0	0	0	0	0	0
ASV5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46625986502807	1.68598598107546	0	1.50757544670494	0	1.09760464835467	0	0	0	0
ASV5595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67928988326931	0	0	0	0	0	0	0	0
ASV5596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67928988326931	0	0	0	0	0	0	0	0
ASV5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67928988326931	0	0	0	0	0	0	0	0
ASV5598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67928988326931	0	0	0	0	0	0	0	0
ASV5599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67928988326931	0	0	0	0	0	0	0	0
ASV5600	0	0	3.45339354464119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5601	0	0	3.45339354464119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3199322056492	0	0	0	0	0	0
ASV5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3199322056492	0	0	0	0	0	0
ASV5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3199322056492	0	0	0	0	0	0
ASV5605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65524629516158	0	2.21660101035014	0	0	0	0
ASV5606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32023137393898	0	0	0	0	0
ASV5607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32023137393898	0	0	0	0	0
ASV5608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86217456554045	0	0	0
ASV5619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653172388989	0
ASV5620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653172388989	0
ASV5621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653172388989	0
ASV5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653172388989	0
ASV5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653172388989	0
ASV5624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64931335232559	1.44974715356649
ASV5625	0	0	0	0	0	0	2.25163646312644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82615894600512	0
ASV5626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9548005805699
ASV5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9548005805699
ASV5628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9548005805699
ASV5629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9548005805699
ASV5630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9548005805699
ASV5631	0	0	0	2.99987053483718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5632	0	0	0	2.99987053483718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5633	0	0	0	2.99987053483718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5634	0	0	0	2.99987053483718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5635	0	0	0	0	0	2.83510238308641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5636	0	0	0	0	0	2.83510238308641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
